review_id,text,true_aspects,predicted_aspects,missing_aspects,extra_aspects,true_aspect_sentiments,predicted_aspect_sentiments,sentiment_errors,confidence
3185,"من اروع الامكان التي سكنت فيها
تعامل رائع من الجميع دون استثناء
الاستقبال والعاملين علي النظافه جميعا دون استثناء
والاخ البشوش الشيف الاستاذ حسام والأخت التي معه لا اعرف اسمها رائعون بكل ما تعنيه الكلمه
غرف مرتبه ونظيفه وأطلال علي النيل جميله
وسوف اكرر زيارتي باذن الله
شكرا جزيلا لأستاذ خالد حسان علي جهوده الطيبة
لخدمه النزلاء وفريق العمل بارك الله فيكم جميعا
دمتم بخير 🌺","[""service"", ""cleanliness"", ""ambiance"", ""food""]","[""service"", ""ambiance"", ""cleanliness""]","[""food""]",[],"{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive"", ""food"": ""positive""}","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}",{},0.577695
5273,جملة ما من استعارة تحفة,"[""none""]","[""general""]","[""none""]","[""general""]","{""none"": ""neutral""}","{""general"": ""positive""}",{},0.369341
7698,بصراحة برنامج جميل ولكن في الاخير لم استطيع الشرا لم يوجد خيار دفع عند الاستلام رغم كان أول موجود وهذا شي موووئسف جد,"[""app_experience""]","[""app_experience""]",[],[],"{""app_experience"": ""neutral""}","{""app_experience"": ""negative""}","{""app_experience"": {""true"": ""neutral"", ""predicted"": ""negative""}}",0.715749
1785,المكان تحفه و الاكل تحفه و المعمله جميله جدا,"[""ambiance"", ""food"", ""service""]","[""food"", ""ambiance""]","[""service""]",[],"{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive""}","{""food"": ""positive"", ""ambiance"": ""positive""}",{},0.737107
8908,بجد تحفه اوي و بجد اعلناته مش كتير,"[""app_experience""]","[""general""]","[""app_experience""]","[""general""]","{""app_experience"": ""positive""}","{""general"": ""positive""}",{},0.346953
4181,"لقد زرنا المكان. تدني في مستوى النظافه بشكل فضيع ماانصح اي عميل يجي يعمل مساج او بس يفكر يدخل راح ينصدم من المشهد امامه.
اعوذ بالله سراديب وحوش وروايح معفنه","[""cleanliness"", ""ambiance""]","[""ambiance"", ""cleanliness"", ""service""]",[],"[""service""]","{""cleanliness"": ""negative"", ""ambiance"": ""negative""}","{""ambiance"": ""negative"", ""cleanliness"": ""negative"", ""service"": ""negative""}",{},0.580211
725,"المطعم اللي بدولفين مول سيء جداااا وسخ بطريقة مقرفة ...
قلنالو البطاطس قديمة مسكها بايدو وعندو اغلب الحاجات قديمة والاكل لازم واحد يكون ميت جوع حتى يقدر ياكل.. الستاف معاملتهن سيئة ومافيش اي نظافة .. تجربة لاتعاد","[""food"", ""service"", ""cleanliness""]","[""food"", ""cleanliness"", ""service"", ""ambiance""]",[],"[""ambiance""]","{""food"": ""negative"", ""service"": ""negative"", ""cleanliness"": ""negative""}","{""food"": ""negative"", ""cleanliness"": ""negative"", ""service"": ""negative"", ""ambiance"": ""negative""}",{},0.177471
4605,مكان محترم ورائع ومتابعه ممتازه ...  دكتور عصام نصر دكتور القلب دكتور محترم وشاطر ومستمع جيد جدا وبيراعى ربنا فى شغله  ... شكرا جزيلا جزاكم الله خيرا,"[""ambiance"", ""service""]","[""service""]","[""ambiance""]",[],"{""ambiance"": ""positive"", ""service"": ""positive""}","{""service"": ""positive""}",{},0.802484
4088,"مستشفى زباله دكاترة مفيش عندهم اي نوع من المسؤولية استهتار بالمرضي واهدار وقت الناس
اسوء تجربة مريت بيها في حياتي","[""service"", ""ambiance""]","[""service""]","[""ambiance""]",[],"{""service"": ""negative"", ""ambiance"": ""negative""}","{""service"": ""negative""}",{},0.941234
9605,هايل جدا يساعدك ف اختيار افضل الرحلات والأسعار,"[""service"", ""price""]","[""price""]","[""service""]",[],"{""service"": ""positive"", ""price"": ""positive""}","{""price"": ""positive""}",{},0.497415
2901,"ركبت اكستنشن وقص وسشوار ع يد عمر الديب .. تسلم يده فنان ماشاء الله ، 🙏🏻🙏🏻
وبشكر مدير الصالون محمود حسن على حسن التعامل والاستضافه 🙏🏻⭐️⭐️","[""service"", ""ambiance""]","[""service""]","[""ambiance""]",[],"{""service"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive""}",{},0.947209
4316,"مش احسن حاجه
فقط مكان تاكل فيه لو جعان","[""food""]","[""food""]",[],[],"{""food"": ""neutral""}","{""food"": ""negative""}","{""food"": {""true"": ""neutral"", ""predicted"": ""negative""}}",0.292614
785,الأكل متوسط المستوى،الخدمه متميزه وسريعه والجو العام مشجع على الاكل,"[""food"", ""service"", ""ambiance""]","[""food"", ""service"", ""ambiance""]",[],[],"{""food"": ""neutral"", ""service"": ""positive"", ""ambiance"": ""positive""}","{""food"": ""neutral"", ""service"": ""neutral"", ""ambiance"": ""neutral""}","{""ambiance"": {""true"": ""positive"", ""predicted"": ""neutral""}, ""service"": {""true"": ""positive"", ""predicted"": ""neutral""}}",0.532168
8944,تشتغل بدون نت❤️❤️🤗,"[""app_experience""]","[""general""]","[""app_experience""]","[""general""]","{""app_experience"": ""positive""}","{""general"": ""negative""}",{},0.05
2659,"اسلوب المطعم في التعامل سيئ لا انصح به بطئ في الخدمة لا اسلوب لا احترام التعامل حسب المظهر   The restaurant's service is poor; I don't recommend it. The service is slow, there's no professionalism or respect, and they treat people based on appearances.","[""service""]","[""service"", ""food""]",[],"[""food""]","{""service"": ""negative""}","{""service"": ""negative"", ""food"": ""negative""}",{},0.147104
2263,شكرا واصل للانسة سالمين استقبال ولا اروع الاكل لذيذ جدا والخدمة ايضا خدومين ومتعاونين افضل مكان للاحتفال بالفلنتاين,"[""service"", ""food"", ""ambiance""]","[""service"", ""food""]","[""ambiance""]",[],"{""service"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive"", ""food"": ""positive""}",{},0.630304
5505,سئ جدا جدا,"[""general""]","[""none""]","[""general""]","[""none""]","{""general"": ""negative""}","{""none"": ""neutral""}",{},0.05
1937,أكل سوري ممتاز جدًا، الشاورما والفراخ المشوية ليها طعم بيتعمل بحرفية، والحاجة الأجمل إن الأكل بيتقدم بسرعة ومن غير تأخير. الأسعار مناسبة جدًا مقارنة بالكمية وجودة الأكل. المكان نضيف والعاملين بيتعاملوا بذوق عالي. العيب البسيط الوحيد إن المكان صغير أوي وممكن يبقى زحمة في أوقات الذروة. أتمنى يعملوا فرع أكبر أو يحسنوا مساحة الاستقبال عشان يستوعب الزباين.,"[""food"", ""price"", ""cleanliness"", ""service"", ""ambiance""]","[""ambiance"", ""food"", ""service"", ""price""]","[""cleanliness""]",[],"{""food"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""ambiance"": ""negative""}","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""price"": ""positive""}","{""ambiance"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.474505
7304,أنه جميل جدا لكن نريد ان يكون هناك عروض أكثر والتابلت يكون سعره ارخص لكن هو جميل جدا جدا جدا جدا,"[""price"", ""app_experience""]","[""price""]","[""app_experience""]",[],"{""price"": ""negative"", ""app_experience"": ""positive""}","{""price"": ""positive""}","{""price"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.201033
3422,"كله بيرفيكت، أكل، سيرفيس، كل حاجة بيرفيكت
هو بس لو يهدوا الاغاني الهندي أو يقللوها هيبقي التوب","[""food"", ""service"", ""ambiance""]","[""food""]","[""ambiance"", ""service""]",[],"{""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""negative""}","{""food"": ""negative""}","{""food"": {""true"": ""positive"", ""predicted"": ""negative""}}",0.598289
614,"مكان ممتاز
الأكل جميل Open buffet كان جميل جدا
والاصطف جميل خصوصا كابتن عماد","[""food"", ""service""]","[""food"", ""ambiance"", ""service""]",[],"[""ambiance""]","{""food"": ""positive"", ""service"": ""positive""}","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive""}",{},0.796514
3103,سريانا اتباع لإدارة من الشباب المصريين، والجودة والخدمة أصبحا سيئين جدا. أحزنني.,"[""food"", ""service""]","[""service""]","[""food""]",[],"{""food"": ""negative"", ""service"": ""negative""}","{""service"": ""negative""}",{},0.921535
2784,المكان حلو بس الطعام لايرتقي للذوق والطعم المميز   الاسعار جدا جدا مرتفعة تخيل سمكة سنقاري وربيان نص كيلو وشربة ومشروب الخساب اكثر من 6000 جنيه بينما مثله وفي مكان راقي مثل دكان سمك اكله ممتاز وسعره جدا معقووول.  لن اعود مره اخرى,"[""ambiance"", ""food"", ""price""]","[""food"", ""price"", ""ambiance""]",[],[],"{""ambiance"": ""positive"", ""food"": ""negative"", ""price"": ""negative""}","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""negative""}","{""ambiance"": {""true"": ""positive"", ""predicted"": ""negative""}, ""food"": {""true"": ""negative"", ""predicted"": ""positive""}, ""price"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.294048
8440,التحديث وقف البرنامج تماماً عندي تعديل : اتصلحت المشكلة الحمدلله,"[""app_experience""]","[""app_experience""]",[],[],"{""app_experience"": ""positive""}","{""app_experience"": ""negative""}","{""app_experience"": {""true"": ""positive"", ""predicted"": ""negative""}}",0.824066
5616,اسوأ خدمة عملاء واسوء صيدلية شوفتها تقريبا طالب اوردر من الساعة ٨ بليل يكلمني الساعة ٢ بليل يقولي المنطقة محظورة بعد ١٢ بليل .  للاسف دي اسوء كول سنتر وصيدلية شوفتها في حياتي,"[""service"", ""delivery""]","[""service""]","[""delivery""]",[],"{""service"": ""negative"", ""delivery"": ""negative""}","{""service"": ""negative""}",{},0.948061
4287,"حسبي الله على الي معلقين تعليق كذب انه المطعم حلو وكذا
والله اسواء بيتزا على وجه الأرض ماتناكل الله يديم النعمة والله طلبنا ٤ بيتزا دفعنا حسابها وخلينا البيتزا على ماهيا في المطعم ومشينا

نصيحه لوجه الله لحد يجي المطعم انتبهوا

وكان في الأكل شعر والعجينة مره سئة وكل شي كان سيء","[""food""]","[""food"", ""service""]",[],"[""service""]","{""food"": ""negative""}","{""food"": ""negative"", ""service"": ""negative""}",{},0.353989
6318,الابلكيشن كويس يس بقترح عليكم تضيفو خانه في البرنامج لاضافة رقم اخر ومتعتمدوش علي رقم واحد فقط,"[""app_experience""]","[""app_experience""]",[],[],"{""app_experience"": ""neutral""}","{""app_experience"": ""negative""}","{""app_experience"": {""true"": ""neutral"", ""predicted"": ""negative""}}",0.557787
2609,سريع و مناسب جدا في سوق الاثنين,"[""service"", ""price""]","[""general""]","[""price"", ""service""]","[""general""]","{""service"": ""positive"", ""price"": ""positive""}","{""general"": ""positive""}",{},0.221646
5958,أسوء مايكاب ممكن يتحط مبتهتمش بكلامك أصلا و لا ألوانك المفضلة و النتيجة سيئة و بتسيبك و تمشى بعد ما تخلص حتى متسألش لو المايكاب عجبك أو لأ,"[""service""]","[""service"", ""food""]",[],"[""food""]","{""service"": ""negative""}","{""service"": ""negative"", ""food"": ""negative""}",{},0.401562
7428,برنامج سيئ جدا اشتريت شريط ليد مكتوب عليه في البرنامج ٥ متر جالي حوالي ٤ متر بس واتقطع وهو بيتلزق وجبت ميزان مطبخ مكتوب عليه انو بيشيل لحد ١٠كيلو مش بيوزن غير ٤ كيلو اخرو وكمان غالي عشان المفروض انو بيشيل ١٠ كيلو وكمان اصلا التطبيق مقاطعه رأي اشترو من تيمو او اي تطبيق تاني غير مقاطعه وجبت شريط نور رمضان ١٠متر في الصوره بينور جامد اوي اول م جه اضائه ضعيفه جدا وقصير واشتريت اباجوره مكتب ب ٢٥٠جنيه اضائه غير الصوره تماما وفيها حاجات مش متركبه كويس ومتغلفه وحش م انصحش حد بتجربه خالص وشكرا,"[""app_experience"", ""price"", ""delivery"", ""service""]","[""price"", ""app_experience"", ""ambiance""]","[""delivery"", ""service""]","[""ambiance""]","{""app_experience"": ""negative"", ""price"": ""negative"", ""delivery"": ""negative"", ""service"": ""negative""}","{""price"": ""negative"", ""app_experience"": ""negative"", ""ambiance"": ""negative""}",{},0.102675
419,محلات لجميع انواع الاقمشه والملابس,"[""general""]","[""none""]","[""general""]","[""none""]","{""general"": ""positive""}","{""none"": ""neutral""}",{},0.125784
2316,طلبت وجبة دليفري وجاتلي من غير رز ولا بطاطس ولا عيش رجعت كلمتهم قالي هنبعتلك مع الدليفري محدش جه ولا حد كلمني,"[""delivery"", ""service""]","[""food"", ""service"", ""delivery""]",[],"[""food""]","{""delivery"": ""negative"", ""service"": ""negative""}","{""food"": ""negative"", ""service"": ""negative"", ""delivery"": ""negative""}",{},0.305586
1628,للاسف كجودة و دقة الأوزان و خصوصا في الطلبات الكيلو و تعامل الكاشير مع العميل بالاضافة للنواحي الصحية و خدمة الكول سنتر سيئة للغاية,"[""food"", ""service"", ""cleanliness""]","[""service"", ""delivery""]","[""cleanliness"", ""food""]","[""delivery""]","{""food"": ""negative"", ""service"": ""negative"", ""cleanliness"": ""negative""}","{""service"": ""negative"", ""delivery"": ""negative""}",{},0.119556
6959,انا كنت عامل مع اوبر ولكن العمل بها لا يوجازي ي,"[""general""]","[""service""]","[""general""]","[""service""]","{""general"": ""negative""}","{""service"": ""negative""}",{},0.619559
5440,مكان حلو ومرتب واكلت فاهيتا لذيده بس اتوقعت يكون رايق واسمه يوحي بذالك ولاكن عكس التوقعات للاسف ، صوت السماعات عالي جدااااا جداااا لدرجه لاتستطيع التحدث مع الي جنبك ابدااا وحتى الجرسون مايسمعك والدخان كثيف جدا لا يوجد تهوية ترجع لازم تاخد دش .,"[""ambiance"", ""food"", ""cleanliness""]","[""ambiance"", ""food""]","[""cleanliness""]",[],"{""ambiance"": ""neutral"", ""food"": ""positive"", ""cleanliness"": ""positive""}","{""ambiance"": ""positive"", ""food"": ""positive""}","{""ambiance"": {""true"": ""neutral"", ""predicted"": ""positive""}}",0.385417
3940,"جربت مطعم انديامو في الويكند
الاكل جميل جدا و مش بس حاجة واحده هو كل الاكل الي عندو جميل جدا
الاستف متعاون
بصراحه المكان كلو تجربه ١٠/١٠","[""food"", ""service""]","[""food"", ""service"", ""ambiance"", ""general""]",[],"[""ambiance"", ""general""]","{""food"": ""positive"", ""service"": ""positive""}","{""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""positive"", ""general"": ""positive""}",{},0.05
8395,جميل جداً لكن الناس الي بتنزل اعلان عقار مش كلهم صادقين,"[""app_experience"", ""service""]","[""general""]","[""app_experience"", ""service""]","[""general""]","{""app_experience"": ""positive"", ""service"": ""negative""}","{""general"": ""positive""}",{},0.05
2076,مستشفي محترمه جدا وخدمه ممتازه وقسم الاغذيه والمشروبات محترمين جدا والتمريض والدكاتره,"[""service"", ""food""]","[""service""]","[""food""]",[],"{""service"": ""positive"", ""food"": ""positive""}","{""service"": ""positive""}",{},0.979389
1345,المكان جميل بشكل عام ولكنه في وسط الحي والشارع مزدحم وأظنه منزل تم تحويله إلى مطعم .. في الجلسات الداخلية لا يوجد تغطية لشبكة الجوال,"[""ambiance""]","[""ambiance""]",[],[],"{""ambiance"": ""neutral""}","{""ambiance"": ""negative""}","{""ambiance"": {""true"": ""neutral"", ""predicted"": ""negative""}}",0.425449
5684,"مستشفي غريبه في الحسابات
اتفقت علي اسعار ولاده قيصريه المدام وحاسبت علي اسعار تانيه بفارق ٢٦٠٠ جنيه عن السعر المتفق عليه
وكتب في الفاتوره التفاصيل ١٦٠٠ ادويه اضافيه بدون زكر الادويه و١٠٠٠ الاخيره كتبوها بتفاصيلها طبعا باين حال المستشفي وصل لفين ولما طلبت مدير المستشفي أكلمه قالولي مش فاضي ... حتي لما عرفتهم أن هاكتب ريفيوا علي النت ولا فرق معاهم ..
منصحش حد يروح هناك","[""price"", ""service""]","[""price"", ""service"", ""delivery""]",[],"[""delivery""]","{""price"": ""negative"", ""service"": ""negative""}","{""price"": ""negative"", ""service"": ""negative"", ""delivery"": ""negative""}",{},0.270066
6320,من اسوء البرامج التوصيل بجد الدليفرى يقبل الاوردر و يروح يودي اوردرات تانيه كتير وممكن ينشي او يروح يخلص مشواره و الاكل في المطاعم بيبقي جاهز و بسببهم يجي بارد و بايظ و متبهدل منصحش حد بيه نهائيا,"[""delivery"", ""food"", ""app_experience""]","[""delivery"", ""service"", ""food""]","[""app_experience""]","[""service""]","{""delivery"": ""negative"", ""food"": ""negative"", ""app_experience"": ""negative""}","{""delivery"": ""negative"", ""service"": ""negative"", ""food"": ""negative""}",{},0.370841
9952,من أفضل التطبيقات مصداقية وخصومات,"[""app_experience"", ""price""]","[""app_experience""]","[""price""]",[],"{""app_experience"": ""positive"", ""price"": ""positive""}","{""app_experience"": ""positive""}",{},0.672311
5850,نادى رياضى وصالة ألعاب ممتازه يوجد بها مدربين محترفين,"[""service""]","[""ambiance""]","[""service""]","[""ambiance""]","{""service"": ""positive""}","{""ambiance"": ""positive""}",{},0.594564
4379,يتمع بالنظافة والمذاق المتميز وحسن التعامل مع العملاء,"[""cleanliness"", ""food"", ""service""]","[""food""]","[""cleanliness"", ""service""]",[],"{""cleanliness"": ""positive"", ""food"": ""positive"", ""service"": ""positive""}","{""food"": ""positive""}",{},0.66051
6193,من افضل الصيدليات في التعامل وسرعه التوصيل شكرا جدا,"[""service"", ""delivery""]","[""service""]","[""delivery""]",[],"{""service"": ""positive"", ""delivery"": ""positive""}","{""service"": ""positive""}",{},0.785762
6607,لا انصح باستخدامه تكون مشترك فجأه والا عاملين حظر الك نصيحه لاتشترظوا تدفعوا مصاري على كريم بلص او تحطوا مصاري بالمحفظه فجأه بعملوا حظر الك وتروح عليك مصاريك,"[""app_experience"", ""service"", ""price""]","[""app_experience""]","[""price"", ""service""]",[],"{""app_experience"": ""negative"", ""service"": ""negative"", ""price"": ""negative""}","{""app_experience"": ""negative""}",{},0.836241
4437,ركبت رموش أسبوعيه قبل م تتم ال ٢٤ ساعه الرموش طاحت,"[""service""]","[""none""]","[""service""]","[""none""]","{""service"": ""negative""}","{""none"": ""neutral""}",{},0.05
6203,دكتور شاطر جدا ، احسن حاجة انه بيهتم جدا بالتعقيم و شغله ممتاز و ذوق فوق العادة,"[""cleanliness"", ""service""]","[""service""]","[""cleanliness""]",[],"{""cleanliness"": ""positive"", ""service"": ""positive""}","{""service"": ""positive""}",{},0.797997
7943,برنامج نصب وإحتيال انتبهوا منه . لاتشترون أبدا منه . بيسحبون المبلغ والسلعة ماراح توصلك ولا راح يردون عليك,"[""app_experience"", ""delivery"", ""service""]","[""app_experience"", ""price""]","[""delivery"", ""service""]","[""price""]","{""app_experience"": ""negative"", ""delivery"": ""negative"", ""service"": ""negative""}","{""app_experience"": ""negative"", ""price"": ""negative""}",{},0.668367
1615,"طلب ساندوتش زنجر جبنه وجه معاه بطاطس
الكميه كويسه وحلوة بس الطعم مش احسن حاجة الفراخ شاربه زيت
والتوصيل غااااااااالي جدااااا لمصر الجديده ٧٠ جنيه!!!!","[""food"", ""delivery""]","[""food"", ""price""]","[""delivery""]","[""price""]","{""food"": ""negative"", ""delivery"": ""negative""}","{""food"": ""negative"", ""price"": ""negative""}",{},0.553582
6403,ابليكشن التوصيل فى متأخر جدا ممكن يوصل لاكتر من ساعة ونص فى التوصيل والمطعم جنبك اصلا كمان العروض فى معدومة ومتقدرش تعرف مكان الاوردر فين وهو واحد بس تقريبا اللى بيبقى ماسك منطقة محددة فبيطاع بخمسين اوردر باعد يلف بيهم وانت حظك بقى طبعا يكون الاكل برد,"[""delivery"", ""app_experience"", ""price"", ""food""]","[""delivery"", ""price"", ""food""]","[""app_experience""]",[],"{""delivery"": ""negative"", ""app_experience"": ""negative"", ""price"": ""negative"", ""food"": ""negative""}","{""delivery"": ""negative"", ""price"": ""negative"", ""food"": ""neutral""}","{""food"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.190593
1391,"الكبدة كانت محروقة ، المشويات عادية ، الفتة عادية ، المقبلات كويسة ، المشروبات عادية
الخدمة كويسة لكن الاكل كان محبط
المكان يتراح وقت المغرب او بالليل افضل","[""food"", ""service"", ""ambiance""]","[""food"", ""ambiance"", ""service""]",[],[],"{""food"": ""negative"", ""service"": ""positive"", ""ambiance"": ""positive""}","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive""}","{""food"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.420802
2451,مميز جدا في عدم الازدحام مقارنة بأماكن اخري اخدت اقل من ٣ دقايق في الإجراءات,"[""ambiance"", ""service""]","[""none""]","[""ambiance"", ""service""]","[""none""]","{""ambiance"": ""positive"", ""service"": ""positive""}","{""none"": ""neutral""}",{},0.05
3411,مكان جميل و السوشى نضيف و ال service top الاستاذ مصطفى على من ادارة المكان معاملته فوق الرائعة من احسن الاماكن بسبب ال service الراقى highly recommend 👌,"[""ambiance"", ""food"", ""service""]","[""ambiance"", ""service"", ""cleanliness""]","[""food""]","[""cleanliness""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive""}","{""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}",{},0.519379
4251,مطعم فول وطعمية جيد موجود فى اول شارع النزهة بميدان الجيش القاهرة,"[""general""]","[""food""]","[""general""]","[""food""]","{""general"": ""positive""}","{""food"": ""positive""}",{},0.477725
1037,ما شاء الله ناس كويسة والمكان فيه الحاجة نضيفة والناس اللي فيه عندهم قبول جميل شكرا لضيافتكم,"[""service"", ""cleanliness"", ""ambiance""]","[""ambiance"", ""service""]","[""cleanliness""]",[],"{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}","{""ambiance"": ""positive"", ""service"": ""positive""}",{},0.618212
6655,للاسف الان يستغرق وقت طويل لاتمام الطلب و لمن الكابتن يقبل الطلب ياخد وقت اطول لانهاء رحلة قريبة !!!!!!,"[""delivery"", ""service""]","[""service"", ""app_experience"", ""delivery""]",[],"[""app_experience""]","{""delivery"": ""negative"", ""service"": ""negative""}","{""service"": ""negative"", ""app_experience"": ""negative"", ""delivery"": ""negative""}",{},0.397935
5443,"اجواء لطيفه ومكان بسيط وجميل
افضل الحجز مسبقاً
وتتأكد انه يكون فيه مطرب لأن مع المطرب عالم ثاني
ملاحظة ( الشيشه للامانه مو كويسه ابداً )","[""ambiance"", ""food""]","[""ambiance""]","[""food""]",[],"{""ambiance"": ""positive"", ""food"": ""negative""}","{""ambiance"": ""positive""}",{},0.886352
4345,اليوم جيت من السعودية و كنت قريبة وابغا اعمل شعري بسرعة و جيت لمستر جوزيف و عملي شعري احلى من الي كنت متوقعتو و تعاملهم جدا حلو و عملولي اطعم قهوة 🤣🤍,"[""service"", ""ambiance""]","[""service"", ""food"", ""ambiance""]",[],"[""food""]","{""service"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive""}",{},0.06499
453,لا توجد اي ملامح للمندي اليمني يطغى عليها الطابع المصري مثل الصراخ الصغيره والحمام الذي يقل عن 100 غرام ليس دجاج عادي مثل باقي الدول وطعام ليس به بركه,"[""food"", ""ambiance"", ""price""]","[""food"", ""cleanliness""]","[""ambiance"", ""price""]","[""cleanliness""]","{""food"": ""negative"", ""ambiance"": ""negative"", ""price"": ""negative""}","{""food"": ""neutral"", ""cleanliness"": ""neutral""}","{""food"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.237434
7393,نصابين يبيعو حاجات بايظة ولما بكلمهم خدمة العملاء مش بتعمل حاجة يا جماعه تحذير ⚠️⚠️⚠️ جوميا نصابين,"[""service""]","[""service"", ""app_experience""]",[],"[""app_experience""]","{""service"": ""negative""}","{""service"": ""negative"", ""app_experience"": ""negative""}",{},0.55317
4760,"بالنسبة لي هاذه اخر مره اجي للمطعم هاذا نهائيا. طلبت بيتزا بالدجاج كان طعهما لابئس فيه نوعاً ماء جيد مع انوه سعرها اغلى بكثير من اغلب المطاعم ويقدمو نفس البيتزا بتاعهم او افضل نقطة اولى سعر البيتزا مبالغ فية بس هاذه مش مشكلتي السبب الرئيسي الذي يخليني مش راجع للمطعم هاذا نهائيا هوه عندما نزلت احاسب جاب لي على الفاتورة سعر الصودا 7up الذي طلبتها 37 جنية !!!!!!!!!!!!! 🤔 حق ايش 37 حق الحبتين الثلج ذي حطيتهن مع الصودا بالزجاجة؟ ومش هاذا فقط + الخدمه + ال Tax الضرائيب يعني الفاتورة طلعت بالاخير 308 جنيييييية مع العلم ان سعر البيتزا لوحدها 204 جنية فقط لاغير يعني
انا قد كنت قولت ياااخي خذ لك 20 جنية حق الببسي مع العلم ان سعرها بالدكان 9 جنية فقط بس قلت عادي لان اغلب المطاعم يحسبو سعر الببسي من 15 جنية بس انا يله مافيش مشكلة ياااخي خذ لك 20 حلالك بس تأخذ 37 جنية حق السفن اب هاذا استغلال واستغفال للزبون
ووالله العليم انا عملت التعليق هاذا من علشان الفلوس بس علشان المعامله فقط واتمنى المطعم يشوف تعليقي واقول لكم كملو هاكذا وقريباً باتخسرو  زباينكم لانكم مفكرين ان الناس اغبياء وجالسين تستغفلوهم","[""food"", ""price"", ""service""]","[""price"", ""food"", ""service"", ""delivery""]",[],"[""delivery""]","{""food"": ""neutral"", ""price"": ""negative"", ""service"": ""negative""}","{""price"": ""neutral"", ""food"": ""neutral"", ""service"": ""neutral"", ""delivery"": ""neutral""}","{""price"": {""true"": ""negative"", ""predicted"": ""neutral""}, ""service"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.05
564,بنكلم الناس الكول سنتر محدش بي يرد واتس برضو محدش بي يرد بي يردو بعد صعوبه,"[""service""]","[""service"", ""app_experience""]",[],"[""app_experience""]","{""service"": ""negative""}","{""service"": ""negative"", ""app_experience"": ""negative""}",{},0.552572
4164,"حجزت بكج ب ٢٠٠٠ جنيه يشمل حمام مغربي ومساج وزيت بخار وحمام تركي وبدي كير ومنيكير
لكن للأسف كل شي كان سيء والمكان غير مجهز لهالخدمات وكانت اول مفاجئة لما وصلنا المكان طلع نادي رياضي والنظافه مش ولابد وكل الخدمات سيئة
تجربة لن تتكرر نهائيا ولو فيه اقل من نجمه كان حطيت","[""price"", ""service"", ""cleanliness"", ""ambiance""]","[""service"", ""ambiance"", ""cleanliness""]","[""price""]",[],"{""price"": ""negative"", ""service"": ""negative"", ""cleanliness"": ""negative"", ""ambiance"": ""negative""}","{""service"": ""negative"", ""ambiance"": ""negative"", ""cleanliness"": ""negative""}",{},0.45627
1346,المطعم رائع والخدمة  ممتازة وخصوصا خالد ومحمد وسيد تبع الشيشة,"[""service"", ""ambiance""]","[""service"", ""food"", ""ambiance""]",[],"[""food""]","{""service"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive""}",{},0.338743
6014,"اول مرة كان فطار رمضان 2025 ... و بعدها روحت شارع المعز ...اذا كان لك ف التجربة الشعبية التاريخية ...على بعضها اكثر من رائعة ...
مش عايز تعيش التجربة دى يبقى بلاش
بالنسبة للمطعم...قيمة مقابل سعر .. تجربة جيدة","[""price"", ""ambiance""]","[""price""]","[""ambiance""]",[],"{""price"": ""positive"", ""ambiance"": ""positive""}","{""price"": ""positive""}",{},0.585579
1860,"طلبت فطور
بيض مع كيري + طعميه كيري + فول حار + حلومي
الاكل كان جداً لذيذ
الحلومي كان مشوي بس بارد طبخ بس لذيذ
الباقي ١٠/١٠
الخبز لذيذ وحار
تجربة ممتازه وانصح فيه
التكلفه متوسطه","[""food"", ""price""]","[""food"", ""price"", ""delivery""]",[],"[""delivery""]","{""food"": ""positive"", ""price"": ""neutral""}","{""food"": ""positive"", ""price"": ""positive"", ""delivery"": ""positive""}","{""price"": {""true"": ""neutral"", ""predicted"": ""positive""}}",0.05
